title,description,category,datatype,text
Ion_Lewis,American architect,architect,Z,"A lithium-ion battery or Li-ion battery is a type of rechargeable battery. Lithium-ion batteries are commonly used for portable electronics and electric vehicles and are growing in popularity for military and aerospace applications. A prototype Li-ion battery was developed by Akira Yoshino in 1985, based on earlier research by John Goodenough, M. Stanley Whittingham, Rachid Yazami and Koichi Mizushima during the 1970s–1980s, and then a commercial Li-ion battery was developed by a Sony and Asahi Kasei team led by Yoshio Nishi in 1991.In the batteries, lithium ions move from the negative electrode through an electrolyte to the positive electrode during discharge, and back when charging. Li-ion batteries use an intercalated lithium compound as the material at the positive electrode and typically graphite at the negative electrode. The batteries have a high energy density, no memory effect (other than LFP cells) and low self-discharge. They can however be a safety hazard since they contain flammable electrolytes, and if damaged or incorrectly charged can lead to explosions and fires. Samsung was forced to recall Galaxy Note 7 handsets following lithium-ion fires, and there have been several incidents involving batteries on Boeing 787s. Chemistry, performance, cost and safety characteristics vary across types of lithium-ion batteries. Handheld electronics mostly use lithium polymer batteries (with a polymer gel as electrolyte), a lithium cobalt oxide (LiCoO2) cathode material, and a graphite anode, which together offer a high energy density. Lithium iron phosphate (LiFePO4), lithium manganese oxide (LiMn2O4 spinel, or Li2MnO3-based lithium rich layered materials (LMR-NMC)), and lithium nickel manganese cobalt oxide (LiNiMnCoO2 or NMC) may offer longer lives and may have better rate capability."
Hammatt_Billings,American architect and illustrator,architect,Z,"Charles Howland Hammatt Billings (1818–1874) was an artist and architect from Boston, Massachusetts. Among his works are the original illustrations for Uncle Tom's Cabin (both the initial printing

and an expanded 1853 edition),

the National Monument to the Forefathers, the Civil War monument in Concord, Mass.,  and the 19th-century granite canopy (since replaced) for the Plymouth Rock memorial. He worked for some years with his brother Joseph Edward Billings, also an architect. He was the artist of one of the well-noted portrayals of the Battle of Lexington. == Selected designs ==
Wesleyan Building, Boston (Bromfield Street), 1870
College Hall, the original structure at Wellesley College, 1871-1875, destroyed by fire in 1914
Tremont Street Methodist Episcopal Church
Boston Museum (theatre)
National Monument to the Forefathers


== Image gallery ==

		
		
		


== Notes ==


== Further reading ==
M.M. Ballou. Life story of Hosea Ballou: for the young. Boston: A. Tompkins, 1854. Illustrations by Billings. Internet Archive
Bernstein, Robin (2011)."
Ernst_Boerschmann,German architect,architect,Z,"Otto Kümmel (22 August 1874 – 8 February 1952) was a German art historian, 
academic teacher, founder and director of the Museum of Asian Art in Berlin and general director of the Berlin State Museums. == Life ==
Born in Blankenese, Kümmel was a son of the civil engineer Werner Kümmel and the seventh of twelve children. After taking his Abitur at the Athenaeum Stade, Kümmel studied classical archaeology and philosophy from 1893 at the University of Freiburg. In 1896 and 1897, he also attended lectures in Bonn and at the Institut national des langues et civilisations orientales in Paris, where he learned the Chinese and Japanese languages. In 1901, he was awarded a Doctorate in Freiburg on the basis of a thesis on Egyptian ornamental plants. He did his military service as a one-year volunteer in Lahr. In 1902 he did a Volontariat in the Museum für Kunst und Gewerbe Hamburg. From 1 April 1905 to September 1906, he was employed as curator at the Museum Natur und Mensch Freiburg in Freiburg. There, he met the ethnologist Ernst Grosse, who, like the painter Hermann Gehri, lived under the patronage of Marie Meyer. Kümmel was married to Therese Klee and had a daughter and four sons, including the German physicist Hermann Kümmel."
Guy_Maunsell,Irish engineer,architect,Z,"HM Fort Roughs was one of several World War II installations that were designed by Guy Maunsell and known collectively as His Majesty's Forts or as Maunsell Sea Forts; its purpose was to guard the port of Harwich, Essex, and more broadly, the Thames estuary. This 4,500 ton artificial naval installation is similar in some respects to ""fixed"" offshore oil platforms. It is situated on Rough Sands, a sandbar located approximately 11 kilometres (6 nmi) from the coast of Suffolk and 13 kilometres (7 nmi) from the coast of Essex. Today it is the location and de facto capital of the self-proclaimed and unrecognised state, the Principality of Sealand. == History ==


=== 1942: Construction, positioning, occupation ===

As a contemporary historical society notes, Fort Roughs or the ""Rough Towers"" was ""the first of originally four naval forts designed by G. Maunsell to protect the Thames Estuary."" The artificial sea fort was constructed in dry dock at Red Lion Wharf, Gravesend, in the year preceding and into 1942.This artificial naval installation is similar in some respects to early ""fixed"" offshore oil platforms. It consisted of a rectangular 168-by-88-foot (51 by 27 m) reinforced concrete pontoon base with a support superstructure of two 60-foot (18 m) tall, 24-foot (7.3 m) diameter hollow reinforced concrete towers, walls roughly 3.5 inches (9 cm) thick; overall weight is estimated to have been approximately 4,500 tons. The twin concrete supporting towers were divided into seven floors, four for crew quarters; the remainder provided dining, operational, and storage areas, e.g., for several generators, and for fresh water tanks and antiaircraft munitions. There was a steel framework at one end supporting a landing jetty and crane which was used to hoist supplies aboard; the wooden landing stage itself became known as a ""dolphin"".The towers were joined above the eventual waterline by a steel platform deck upon which other structures could be added; this became a gun deck, on which an upper deck and a central tower unit were constructed. QF 3.7 inch anti-aircraft guns were positioned at each end of this main deck, with a further two Bofors 40 mm anti-aircraft guns and the central tower radar installations atop a central living area that contained a galley, medical, and officers quarters.The fort was towed from the degaussing station at Tilbury docks by four tugs—""Dapper"", ""Crested Cock"", ""King Lear"" and ""Lady Brassey""."
Bitte_Nygren,Swedish architect,architect,Z,"Wikipedia ( (listen) wik-ih-PEE-dee-ə or  (listen) wik-ee-) is a free, multilingual online encyclopedia written and maintained by a community of volunteer contributors through a model of open collaboration, using a wiki and encyclopedia based editing system. Wikipedia is the largest and most-read reference work in history, and is consistently one of the 15 most-popular websites as ranked by Alexa; as of 2021, it ranked as the 13th most-popular site. The project carries no advertisements and is hosted by the Wikimedia Foundation, an American non-profit organization funded mainly through individual donations.Wikipedia was launched on January 15, 2001, by Jimmy Wales and Larry Sanger; Sanger coined its name as a portmanteau of ""wiki"" and ""encyclopedia"". Initially available only in English, versions in other languages were quickly developed, like the German Wikipedia. The English Wikipedia, with 6.3 million articles as of May 2021, is the largest of the 321 language editions. Combined, Wikipedia's editions comprise more than 56 million articles, and attract more than 17 million edits and more than 1.7 billion unique visitors per month.Wikipedia has received praise for its enablement of the democratization of knowledge, extent of coverage, unique structure, culture, and reduced amount of commercial bias, but has also been criticized for its perceived unreliability and for exhibiting systemic bias, namely racial bias and gender bias against women, and alleged ideological bias. In 2006, Time magazine stated that the open-door policy of allowing anyone to edit had made Wikipedia the ""biggest and perhaps the best encyclopedia in the world"", and a testament to the vision of Jimmy Wales. In 2018, Facebook and YouTube announced that they would help users detect fake news by suggesting links to related Wikipedia articles. == History ==


=== Nupedia ===

Other collaborative online encyclopedias were attempted before Wikipedia, but none were as successful. Wikipedia began as a complementary project for Nupedia, a free online English-language encyclopedia project whose articles were written by experts and reviewed under a formal process."
Yoshirō_Kō,Japanese architect,architect,Z,"Kanazawa (金沢市, Kanazawa-shi) is the capital city of Ishikawa Prefecture, Japan. As of 1 January 2018, the city had an estimated population of 466,029 in 203,271 households, and a population density of 990 persons per km2. The total area of the city was 468.64 square kilometres (180.94 sq mi). == Geography ==
Kanazawa is located in north-western Ishikawa Prefecture in the Hokuriku region of Japan and is bordered by the Sea of Japan to the west and Toyama Prefecture to the east. The city sits between the Sai and Asano rivers. The eastern portion of the city is dominated by the Japanese Alps. Parts of the city are within the borders of the Hakusan National Park. === Neighbouring municipalities ===
Ishikawa Prefecture
Hakusan
Nonoichi
Uchinada
Tsubata
Toyama Prefecture
Oyabe
Nanto


== Demographics ==
Per Japanese census data, the population of Kanazawa has grown steadily over the past 40 years. === Climate ===
Kanazawa  has a humid subtropical climate (Köppen Cfa) characterized by hot, humid summers and cold winters with heavy snowfall. Average temperatures are slightly cooler than those of Tokyo, with means approximately 4 °C (39 °F) in January, 12 °C (54 °F) in April, 27 °C (81 °F) in August, 17 °C (63 °F) in October, and 7 °C (45 °F) in December."
Ernest_Koch,Austrian architect,architect,Z,"Charles de Ganahl Koch (; born November 1, 1935) is an American billionaire businessman and philanthropist. As of April 2021, he was ranked as the 15th-richest person in the world on Bloomberg Billionaires Index, with an estimated net worth of $63.1 billion. Koch has been co-owner, chairman, and chief executive officer of Koch Industries since 1967, while his late brother David Koch served as executive vice president. Charles and David each owned 42% of the conglomerate. The brothers inherited the business from their father, Fred C. Koch, then expanded the business. Originally involved exclusively in oil refining and chemicals, Koch Industries now includes process and pollution control equipment and technologies, polymers and fibers, minerals, fertilizers, commodity trading and services, forest and consumer products, and ranching. The businesses produce a wide variety of well-known brands, such as Stainmaster carpet, the Lycra brand of spandex fiber, Quilted Northern tissue, and Dixie Cup. Koch Industries is the largest privately held company by revenue in the United States, according to Forbes. In February 2014, Koch was ranked 9th richest person in the world by Hurun Report with an estimated net worth of $36 billion. Previously, in October 2012, he was ranked the 6th richest person in the world with an estimated net worth of $34 billion—according to the Bloomberg Billionaires Index—and was ranked 18th on Forbes World's Billionaires list of 2011 (and 4th on the Forbes 400), with an estimated net worth of $25 billion, deriving from his 42% stake in Koch Industries."
Marion_Manley,American architect,architect,Z,"Marion Isadore Manley, FAIA (April 29, 1893 – February 1984) was a Florida architect, the second woman registered to practice as such in that state, and the thirteenth female member of the American Institute of Architects. == Biography ==
Manley was born in Junction City, Kansas, in 1893. After she graduated from the University of Illinois, she moved to Miami, Florida, in 1917 where she practised for almost 50 years, contributing to the development of the urban environment. So rare were female architects at the time that when she joined the American Institute of Architects, her acceptance letter and some later correspondence were addressed to 'Mr. Marion Manley'.Manley was one of the designers of the University of Miami campus. Her commissions also included small Spanish-style houses in the 1920s, work on Miami's U.S. Post Office and Federal Building in the 1930s, the masterplan for the Coral Gables campus of the University of Miami with Robert Law Weed and its first large classroom building in the 1940s, many ""tropical modern"" houses, the University of Miami's Ring Theater, and the shell for the Asolo Theater at the Ringling Museum in the 1950s. She continued to work through the 1960s and early 1970s.Manley's work encompassed vernacular architecture in residential and public buildings as she drew on local materials suitable for use in the tropical climate of South Florida. == Honors ==
Manley was twice the President of the American Institute of Architects' South Florida chapter, as well as twice Vice President of the Florida Association of Architects. She received the Gold Medal Award in 1973 from the Florida Association of the American Institute of Architects. In 1956, she was elected to the College of Fellows, and on December 1, 1966, she was elected Member Emeritus by the American Institute of Architects."
André_Chatelin,French architect,architect,Z,"Jean Renoir (French: [ʁənwaʁ]; 15 September 1894 – 12 February 1979) was a French film director, screenwriter, actor, producer and author. As a film director and actor, he made more than forty films from the silent era to the end of the 1960s. His films La Grande Illusion (1937) and The Rules of the Game (1939) are often cited by critics as among the greatest films ever made. He was ranked by the BFI's Sight & Sound poll of critics in 2002 as the fourth greatest director of all time. Among numerous honours accrued during his lifetime, he received a Lifetime Achievement Academy Award in 1975 for his contribution to the motion picture industry. Renoir was the son of the painter Pierre-Auguste Renoir. He was one of the first filmmakers to be known as an auteur. == Early life and early career ==

Renoir was born in the Montmartre district of Paris, France. He was the second son of Aline (née Charigot) Renoir and Pierre-Auguste Renoir, the renowned painter. His elder brother was Pierre Renoir, a French stage and film actor, and his younger brother Claude Renoir (1901–1969) had a brief career in the film industry, mostly assisting on a few of Jean's films."
Max_Taubert,German architect,architect,Z,"Isabelle Collin Dufresne (6 September 1935 – 14 June 2014), known professionally as Ultra Violet, was a French-American artist, author, and both a colleague of Andy Warhol and one of the pop artist's so-called superstars. Earlier in her career, she worked for and studied with surrealist artist Salvador Dalí. Dufresne lived and worked in New York City, and also had a studio in Nice, France. == Early life ==
Isabelle Collin Dufresne was brought up in a strict religious upper-middle-class family, but she rebelled at an early age. She was instructed at a Catholic school, and then a reform school. In 1953, she received a BA in Art at Le Sacré Cœur in Grenoble, France. She soon left France to live with an older sister in New York City. == Salvador Dalí and New York City ==
In 1954, after a meeting with Salvador Dalí, she became his ""muse"", pupil, studio assistant, and lover in both Port Lligat, Spain, and in New York City. Later, she would recall, ""I realized that I was 'surreal', which I never knew until I met Dalí"". In the 1960s, Dufresne began to follow the progressive American Pop Art scene including Jasper Johns, Robert Rauschenberg and James Rosenquist."
Bengt_Palmberg,Swedish architect,architect,Z,"Färjestad Bollklubb (Swedish pronunciation: [ˈfæ̌rjɛsta]; abbreviated as FBK) is a Swedish professional ice hockey team based in Karlstad. Färjestad has had 20 Swedish Championship final appearances, winning nine times since the Swedish Hockey League (SHL; formerly Elitserien) was started in 1975, making them the most successful SHL club in history. The team plays in the highest Swedish league, and have done so since 1965. They and Brynäs IF are the only two teams to have constantly played in the current top tier of Swedish hockey, the SHL, since it was started in 1975. They reached the SHL championship finals six years in a row between 2001–2006, winning the championship two times. They are featured rivals with Djurgårdens IF, Frölunda HC, and HV71. == History ==
Färjestad BK was founded on 10 November 1932 at Håfström Kiosk in the district of Färjestad in Karlstad by Sven Bryhske, Gösta Jonsson, Sven Larsson and Erik Myren. Initially the association's main sport was bandy. Ice hockey was first included in 1956. In 1965, Färjestad were promoted to the top division (at that time Division 1 Southern) which they succeeded in winning for the first time in 1973."
Olle_Hellbom,Swedish regisseur and director,architect,Z,"Södra Latin, officially Södra Latins gymnasium, (""Southern Latin"" in Swedish) is an upper secondary school (""gymnasieskola""), situated in Södermalm, Stockholm. The current school building was inaugurated in 1891. == History ==
Södra Latin has a rich history, as its predecessor Södermalms Pedagogia employed its first headmaster as far back as in 1654. In 1820 it became a trivialskola and in 1879 it was merged with the southern part of Stockholms gymnasium, its new name being Stockholms högre allmänna å latinlinjen fullständiga läroverk å Södermalm. The school changed its name multiple times through the years until it decided upon its current one in 1971. The current school building was designed by Per Emanuel Werming and opened in 1891 (its twin building Norra Real having opened a full year earlier). The structure was conceived in a way that would allow daylight to directly illuminate all rooms and corridors inside it, with 21 classrooms having been built in total. Typical of the design - in addition to the monumental orange-red brick facade - is a semicircular assembly hall placed centrally in the school's building plan. The last renovation took place in 1996. Södra Latin was a boys-only institution until 1961."
Gösta_Blücher,Swedish architect,architect,Z,"World War II or the Second World War, often abbreviated as WWII or WW2, was a global war that lasted from 1939 to 1945. It involved the vast majority of the world's countries—including all the great powers—forming two opposing military alliances: the Allies and the Axis powers. In a state of total war, directly involving more than 100 million personnel from more than 30 countries, the major participants threw their entire economic, industrial, and scientific capabilities behind the war effort, blurring the distinction between civilian and military resources. Aircraft played a major role in the conflict, including the strategic bombing of population centres, and, with the development of nuclear weapons, the only two uses of such in war. World War II was the deadliest conflict in human history, resulting in 70 to 85 million fatalities, with more civilians than military personnel killed. Tens of millions of people died due to genocides (including the Holocaust), starvation, massacres, and disease. In the wake of the war, Germany and Japan were occupied, and war crimes tribunals were conducted against German and Japanese leaders. World War II is generally considered to have begun on 1 September 1939, when Nazi Germany, under Adolf Hitler, invaded Poland. The United Kingdom and France subsequently declared war on the 3rd. Under the Molotov–Ribbentrop Pact of August 1939, Germany and the Soviet Union had partitioned Poland and marked out their ""spheres of influence"" across Finland, Romania and the Baltic states."
Jean_Delrue,French architect,architect,Z,"Cartier International SNC, or simply Cartier (; French: [kaʁtje]), is a French luxury goods conglomerate which designs, manufactures, distributes, and sells jewellery and watches. Founded by Louis-François Cartier in Paris in 1847, the company remained under family control until 1964. The company maintains its headquarters in Paris, although it is a wholly owned subsidiary of the Swiss Richemont Group. Cartier operates more than 200 stores in 125 countries, with three Temples (Historical Maisons) in London, New York, and Paris.Cartier is regarded as one of the most prestigious jewellery manufacturers in the world. In 2018, it is ranked by Forbes as the world's 59th most valuable brand. Cartier has a long history of sales to royalty. King Edward VII of Great Britain referred to Cartier as ""the jeweller of kings and the king of jewellers."" For his coronation in 1902, Edward VII ordered 27 tiaras and issued a royal warrant to Cartier in 1904. Similar warrants soon followed from the courts of Spain, Portugal, Russia and the House of Orleans. == History ==


=== Early history ===
Louis-François Cartier founded Cartier in Paris in 1847 when he took over the workshop of his master, Adolphe Picard."
